Atalanta,02/02/20|d,08/02/20|w,15/02/20|w,01/03/20|w
Roma,07/02/20|l,15/02/20|l,23/02/20|w,01/03/20|w
Lazio,09/02/20|w,16/02/20|w,23/02/20|w,29/02/20|w
Inter,02/02/20|w,09/02/20|w,16/02/20|l,08/03/20|l
